entity,source
Klub Artystów Anarchistów,Grupy literackie w Polsce. Leksykon: część główna
Klub Cybernetystów,Grupy literackie w Polsce. Leksykon: część główna
Klub Kalmar,Grupy literackie w Polsce. Leksykon: część główna
Kometa,Grupy literackie w Polsce. Leksykon: część główna
Konfederacja Nowego Romantyzmu,Grupy literackie w Polsce. Leksykon: część główna
Konfrontacje,Grupy literackie w Polsce. Leksykon: część główna
Konsens,Grupy literackie w Polsce. Leksykon: część główna
Kontekst,Grupy literackie w Polsce. Leksykon: część główna
Kontrasty,Grupy literackie w Polsce. Leksykon: część główna
Kontury,Grupy literackie w Polsce. Leksykon: część główna
Krajobrazy,Grupy literackie w Polsce. Leksykon: część główna
Krąg,Grupy literackie w Polsce. Leksykon: część główna
Krosno,Grupy literackie w Polsce. Leksykon: część główna
Krosno 1,Grupy literackie w Polsce. Leksykon: część główna
Labirynt,Grupy literackie w Polsce. Leksykon: część główna
Legary,Grupy literackie w Polsce. Leksykon: część główna
Leszczyńska Grupa Poetów Amatorów,Grupy literackie w Polsce. Leksykon: część główna
Lit-Ars,Grupy literackie w Polsce. Leksykon: część główna
Łazienki,Grupy literackie w Polsce. Leksykon: część główna
Łuczywo,Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
Łyna,Grupy literackie w Polsce. Leksykon: część główna
Mazowiecka Grupa Młodych Twórców ZMS,Grupy literackie w Polsce. Leksykon: część główna
Meandry,Grupy literackie w Polsce. Leksykon: część główna
Meduza,Grupy literackie w Polsce. Leksykon: część główna
Megaron,Grupy literackie w Polsce. Leksykon: część główna
Metafora,Grupy literackie w Polsce. Leksykon: część główna
Metro,Grupy literackie w Polsce. Leksykon: część główna
Metro II,Grupy literackie w Polsce. Leksykon: część główna
Mimoza,Grupy literackie w Polsce. Leksykon: część główna
Misterium,Grupy literackie w Polsce. Leksykon: część główna
Moloch,Grupy literackie w Polsce. Leksykon: część główna
Monada,Grupy literackie w Polsce. Leksykon: część główna
Mój Dotyk Myśli,Grupy literackie w Polsce. Leksykon: część główna
Muszyna,Grupy literackie w Polsce. Leksykon: część główna
My,Grupy literackie w Polsce. Leksykon: część główna
Nadskawie,Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
Namiar,Grupy literackie w Polsce. Leksykon: część główna
Narew,Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
Nemo Index,Grupy literackie w Polsce. Leksykon: część główna
No Wave,Grupy literackie w Polsce. Leksykon: część główna
Nowa Linia,Grupy literackie w Polsce. Leksykon: część główna
Nowe Żagary,Grupy literackie w Polsce. Leksykon: część główna
Nowy Prom,Grupy literackie w Polsce. Leksykon: część główna
Obserwatorium,Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
Od Nowa,Grupy literackie w Polsce. Leksykon: aneks | Grupy literackie w Polsce. Leksykon: część główna
Ogród,Grupy literackie w Polsce. Leksykon: część główna
Ogród 2,Grupy literackie w Polsce. Leksykon: część główna
Opty,Grupy literackie w Polsce. Leksykon: część główna
Optymiści,Grupy literackie w Polsce. Leksykon: część główna
"Orientacja Poetycka ""Hybrydy""",Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
848,Grupy literackie w Polsce. Leksykon: część główna
Parkan,Grupy literackie w Polsce. Leksykon: część główna
Peryferie,Grupy literackie w Polsce. Leksykon: część główna
Piąta Kolumna,Grupy literackie w Polsce. Leksykon: część główna
Pięciokąt,Grupy literackie w Polsce. Leksykon: część główna
Pięć Rzek,Grupy literackie w Polsce. Leksykon: część główna
Pięta,Grupy literackie w Polsce. Leksykon: część główna
Poboki,Grupy literackie w Polsce. Leksykon: część główna
Pod Dębem,Grupy literackie w Polsce. Leksykon: część główna
Poetariat,Grupy literackie w Polsce. Leksykon: część główna
Poetycka Grupa Efektystów,Grupy literackie w Polsce. Leksykon: część główna
Ponidzie,Grupy literackie w Polsce. Leksykon: część główna
Pracownia,Grupy literackie w Polsce. Leksykon: część główna
Profile,Grupy literackie w Polsce. Leksykon: część główna
Prom,Grupy literackie w Polsce. Leksykon: część główna
Prowincja,Grupy literackie w Polsce. Leksykon: część główna
Prowincja '57,Grupy literackie w Polsce. Leksykon: część główna
Prowincja '58,Grupy literackie w Polsce. Leksykon: część główna
Proxima,Grupy literackie w Polsce. Leksykon: część główna
Próby,Grupy literackie w Polsce. Leksykon: brak bliższych informacji | Grupy literackie w Polsce. Leksykon: część główna
Próg,Grupy literackie w Polsce. Leksykon: część główna
Pryzmaty,Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
Przedmieście,Grupy literackie w Polsce. Leksykon: część główna
Przy Wiśle,Grupy literackie w Polsce. Leksykon: część główna
Przygoda,Grupy literackie w Polsce. Leksykon: część główna
Przyjacielskie Stowarzyszenie Poetów,Grupy literackie w Polsce. Leksykon: część główna
Puls,Grupy literackie w Polsce. Leksykon: brak bliższych informacji | Grupy literackie w Polsce. Leksykon: część główna
Raster,Grupy literackie w Polsce. Leksykon: część główna
Reda,Grupy literackie w Polsce. Leksykon: część główna
Reduta '57,Grupy literackie w Polsce. Leksykon: część główna
Reflektor,Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
Remont,Grupy literackie w Polsce. Leksykon: część główna
Rokada,Grupy literackie w Polsce. Leksykon: część główna
ROW,Grupy literackie w Polsce. Leksykon: część główna
Rudy Kot,Grupy literackie w Polsce. Leksykon: część główna
Rydwan,Grupy literackie w Polsce. Leksykon: część główna
Salon Rytualny,Grupy literackie w Polsce. Leksykon: część główna
Samsara,Grupy literackie w Polsce. Leksykon: część główna
Sans Gêne,Grupy literackie w Polsce. Leksykon: część główna
Sącz,Grupy literackie w Polsce. Leksykon: część główna
SDS,Grupy literackie w Polsce. Leksykon: część główna
Seledyn,Grupy literackie w Polsce. Leksykon: część główna
Sigma,Grupy literackie w Polsce. Leksykon: część główna
Signum,Grupy literackie w Polsce. Leksykon: część główna
Sit Venia Verbo,Grupy literackie w Polsce. Leksykon: część główna
Skarabeusz,Grupy literackie w Polsce. Leksykon: część główna
Skarpa,Grupy literackie w Polsce. Leksykon: część główna
Skir Tao,Grupy literackie w Polsce. Leksykon: część główna
Skraj,Grupy literackie w Polsce. Leksykon: część główna
Słowień,Grupy literackie w Polsce. Leksykon: część główna
Słowo,Grupy literackie w Polsce. Leksykon: aneks | Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
Sowizdrzał,Grupy literackie w Polsce. Leksykon: część główna
Spatium,Grupy literackie w Polsce. Leksykon: część główna
Stajnia,Grupy literackie w Polsce. Leksykon: część główna
Statyzm,Grupy literackie w Polsce. Leksykon: część główna
Stowarzyszenie Ruchu Artystycznego Świat,Grupy literackie w Polsce. Leksykon: część główna
Strefa,Grupy literackie w Polsce. Leksykon: część główna
Strofa,Grupy literackie w Polsce. Leksykon: część główna
Strumień,Grupy literackie w Polsce. Leksykon: część główna
Studencki Klub Poetycki 54,Grupy literackie w Polsce. Leksykon: część główna
Swantewit,Grupy literackie w Polsce. Leksykon: część główna
Swarożyc-Autostrada,Grupy literackie w Polsce. Leksykon: część główna
Sylaba,Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
Symbol,Grupy literackie w Polsce. Leksykon: część główna
System,Grupy literackie w Polsce. Leksykon: część główna
Szalej,Grupy literackie w Polsce. Leksykon: część główna
Szkoła Grafomanów,Grupy literackie w Polsce. Leksykon: część główna
Świat,Grupy literackie w Polsce. Leksykon: część główna
Tak,Grupy literackie w Polsce. Leksykon: część główna
Tarnów,Grupy literackie w Polsce. Leksykon: część główna
Teraz,Grupy literackie w Polsce. Leksykon: część główna
Terra,Grupy literackie w Polsce. Leksykon: część główna
Tędy,Grupy literackie w Polsce. Leksykon: część główna
Towarzystwo Wolnistów,Grupy literackie w Polsce. Leksykon: część główna
TRUST,Grupy literackie w Polsce. Leksykon: część główna
Trynka,Grupy literackie w Polsce. Leksykon: część główna
Trzeba,Grupy literackie w Polsce. Leksykon: część główna
Tu i Teraz,Grupy literackie w Polsce. Leksykon: część główna
Tworzywo,Grupy literackie w Polsce. Leksykon: część główna
Tygiel,Grupy literackie w Polsce. Leksykon: część główna
Tylicz,Grupy literackie w Polsce. Leksykon: część główna
Tyska Grupa Literacka,Grupy literackie w Polsce. Leksykon: część główna
Uczelniane Koło Literackie Akademii Medycznej,Grupy literackie w Polsce. Leksykon: część główna
Ugrupowanie Literackie 66,Grupy literackie w Polsce. Leksykon: część główna
Ultradźwięki,Grupy literackie w Polsce. Leksykon: część główna
W Zatoce,Grupy literackie w Polsce. Leksykon: część główna
W zmowie,Grupy literackie w Polsce. Leksykon: część główna
Warmia i Mazury,Grupy literackie w Polsce. Leksykon: część główna
Warsztat,Grupy literackie w Polsce. Leksykon: część główna
Wiadukt,Grupy literackie w Polsce. Leksykon: część główna
Wiatraki,Grupy literackie w Polsce. Leksykon: część główna
Wiąz,Grupy literackie w Polsce. Leksykon: część główna
Wielopole,Grupy literackie w Polsce. Leksykon: część główna
Wierzbak,Grupy literackie w Polsce. Leksykon: część główna
Wobec,Grupy literackie w Polsce. Leksykon: część główna
Wprost,Grupy literackie w Polsce. Leksykon: część główna
Wspólność,Grupy literackie w Polsce. Leksykon: część główna
Współczesność,Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
Wymiary,Grupy literackie w Polsce. Leksykon: część główna
Wyraz,Biblioteka Narodowa - kartoteka autorytatywna | Grupy literackie w Polsce. Leksykon: część główna
Zakład Poetycki Wolniak i S-ka,Grupy literackie w Polsce. Leksykon: część główna
Załoga Nr 1,Grupy literackie w Polsce. Leksykon: część główna
Zamek Nieszawski,Grupy literackie w Polsce. Leksykon: część główna
Zamoście,Grupy literackie w Polsce. Leksykon: część główna
Zaraz,Grupy literackie w Polsce. Leksykon: część główna
Zawiśle,Grupy literackie w Polsce. Leksykon: część główna
Zderzenia,Grupy literackie w Polsce. Leksykon: część główna
Zenit,Grupy literackie w Polsce. Leksykon: część główna
Zestroje,Grupy literackie w Polsce. Leksykon: część główna
Zitarigroda,Grupy literackie w Polsce. Leksykon: część główna
Zmów,Grupy literackie w Polsce. Leksykon: część główna
Zniesienie,Grupy literackie w Polsce. Leksykon: część główna
Żaczek,Grupy literackie w Polsce. Leksykon: część główna
Amatorski Zespól Literacki,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Balaton,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Bastard,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Bractwo Literackie,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Darsemin,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Drwęca,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Elbląska Grupa Literacka,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Epifit,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Faun,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Front Jedności Poezji,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Grupa Literacka Klubu Leśnika,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Grupa Literacka przy Towarzystwie Przy­jaciół Świecia,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
"Grupa Pięciu przy Klubie ""Od Nowa""",Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Hefajstos,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Ikar,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Kaskada,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Kolumb,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Lewary,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Lipnowska Grupa Literacka,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Mło­dzieżowa Grupa Literacka,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Most,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Młyn,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Pemakos,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Penka,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Pod Wiatr,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Pod Wieżą,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Pod Żurawiem,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Pracownia Leukon- stigma,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Rak,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Rampa,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Robotnicza Grupa Twórcza w Chełmie,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Robotnicza Grupa Twórcza w Zabrzu,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Rydlówka,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Serpentyna,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Skafander,Grupy literackie w Polsce. Leksykon: brak bliższych informacji | Biblioteka Narodowa - kartoteka autorytatywna
Spiro,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Stara Karczma,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Stillus,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Strzecha,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Świdnicka Grupa Trzech,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Totart,Grupy literackie w Polsce. Leksykon: brak bliższych informacji | Biblioteka Narodowa - kartoteka autorytatywna
Trybunalik,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Vadcmecum,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Votum,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Za,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Zbliżenia,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Złota Mozaika,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
Znak,Grupy literackie w Polsce. Leksykon: brak bliższych informacji
B-2,Grupy literackie w Polsce. Leksykon: aneks
Bagno,Grupy literackie w Polsce. Leksykon: aneks
Cras,Grupy literackie w Polsce. Leksykon: aneks
Deszcz Wrogich Automatów,Grupy literackie w Polsce. Leksykon: aneks
Dialog,Grupy literackie w Polsce. Leksykon: aneks
Die Huelle,Grupy literackie w Polsce. Leksykon: aneks
Draga,Grupy literackie w Polsce. Leksykon: aneks | Biblioteka Narodowa - kartoteka autorytatywna
Drugie Piętro,Grupy literackie w Polsce. Leksykon: aneks
Dysonans,Grupy literackie w Polsce. Leksykon: aneks
Erato,Grupy literackie w Polsce. Leksykon: aneks
Eterna,Grupy literackie w Polsce. Leksykon: aneks
Fraza,Grupy literackie w Polsce. Leksykon: aneks
Future,Grupy literackie w Polsce. Leksykon: aneks
Geneza,Grupy literackie w Polsce. Leksykon: aneks
Grupa 18.05,Grupy literackie w Polsce. Leksykon: aneks
Grupa Literacka Uniwersytetu Trzeciego Wieku,Grupy literackie w Polsce. Leksykon: aneks | Biblioteka Narodowa - kartoteka autorytatywna
Grupa Młodych Twórców,Grupy literackie w Polsce. Leksykon: aneks
Grupa Niezależnych Poetów,Grupy literackie w Polsce. Leksykon: aneks
Hajnowszczyzna,Grupy literackie w Polsce. Leksykon: aneks
Incipit,Grupy literackie w Polsce. Leksykon: aneks
Karmazyn,Grupy literackie w Polsce. Leksykon: aneks
Każdy,Grupy literackie w Polsce. Leksykon: aneks
Lustro,Grupy literackie w Polsce. Leksykon: aneks
Na Dziko,Grupy literackie w Polsce. Leksykon: aneks
Nowotwór Nałamach,Grupy literackie w Polsce. Leksykon: aneks
Nowy Sezon,Grupy literackie w Polsce. Leksykon: aneks
Ostródzka Grupa Literacka,Grupy literackie w Polsce. Leksykon: aneks
Paraliż,Grupy literackie w Polsce. Leksykon: aneks
Pegaz,Grupy literackie w Polsce. Leksykon: aneks
Ponad,Grupy literackie w Polsce. Leksykon: aneks | Biblioteka Narodowa - kartoteka autorytatywna
Shuflada,Grupy literackie w Polsce. Leksykon: aneks
Vena,Grupy literackie w Polsce. Leksykon: aneks
Witraż,Grupy literackie w Polsce. Leksykon: aneks
Witraże,Grupy literackie w Polsce. Leksykon: aneks
Wrzesień,Grupy literackie w Polsce. Leksykon: aneks
Zlali Mi Się Do Środka,Grupy literackie w Polsce. Leksykon: aneks
Ziewonia,Słownik polskiej krytyki literackiej 1764-1918 | Biblioteka Narodowa - kartoteka autorytatywna
Cyganeria Warszawska,Biblioteka Narodowa - kartoteka autorytatywna
OULIPO,Biblioteka Narodowa - kartoteka autorytatywna
Polifonia,Biblioteka Narodowa - kartoteka autorytatywna
Chaliastre,Biblioteka Narodowa - kartoteka autorytatywna
Skify,Biblioteka Narodowa - kartoteka autorytatywna
A-4,Biblioteka Narodowa - kartoteka autorytatywna
Grupa Literacka Dowództwa Generalnego Rodzajów Sił Zbrojnych,Biblioteka Narodowa - kartoteka autorytatywna
Kwadryga,Biblioteka Narodowa - kartoteka autorytatywna
Stowarzyszenie Literackie Tilia,Biblioteka Narodowa - kartoteka autorytatywna
"Bartoszycka Grupa Literacka ""Barcja""",Biblioteka Narodowa - kartoteka autorytatywna
Wołyń,Biblioteka Narodowa - kartoteka autorytatywna
Piekary 24,Biblioteka Narodowa - kartoteka autorytatywna
OBERIU,Biblioteka Narodowa - kartoteka autorytatywna
Apostrofa,Biblioteka Narodowa - kartoteka autorytatywna
Czartak,Biblioteka Narodowa - kartoteka autorytatywna
Akant,Biblioteka Narodowa - kartoteka autorytatywna
Skupina 42,Biblioteka Narodowa - kartoteka autorytatywna
Polsko-Czeska Grupa Poeci '97,Biblioteka Narodowa - kartoteka autorytatywna
Artistic d. Duks,Biblioteka Narodowa - kartoteka autorytatywna
Akcenty,Biblioteka Narodowa - kartoteka autorytatywna
Inklingowie,Biblioteka Narodowa - kartoteka autorytatywna
Abaton,Biblioteka Narodowa - kartoteka autorytatywna
Awangarda Krakowska,Biblioteka Narodowa - kartoteka autorytatywna
Żagary,Biblioteka Narodowa - kartoteka autorytatywna
Alter Manes,Biblioteka Narodowa - kartoteka autorytatywna
"Młoda Grupa Literacka ""Reflektor""",Biblioteka Narodowa - kartoteka autorytatywna
Pamiętnik Poetycki,Biblioteka Narodowa - kartoteka autorytatywna
Nurt,Biblioteka Narodowa - kartoteka autorytatywna
Skamandryci,Biblioteka Narodowa - kartoteka autorytatywna
"Grupa Literacka ""Gronie"" im. Emila Zegadłowicza",Biblioteka Narodowa - kartoteka autorytatywna
Wiklina,Biblioteka Narodowa - kartoteka autorytatywna
Gruppe 47,Biblioteka Narodowa - kartoteka autorytatywna
Květen,Biblioteka Narodowa - kartoteka autorytatywna
Pomosty,Biblioteka Narodowa - kartoteka autorytatywna
"Grudziądzka Spółka Literacka ""Trynka""",Biblioteka Narodowa - kartoteka autorytatywna
Niezapłacony rent,Biblioteka Narodowa - kartoteka autorytatywna
Bocianie Gniazdo,Biblioteka Narodowa - kartoteka autorytatywna
Zdrój,Biblioteka Narodowa - kartoteka autorytatywna
Helion,Biblioteka Narodowa - kartoteka autorytatywna
