entity,source
Jesienna Szkoła Dydaktyki Literatury i Języka Polskiego w Krakowie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Kaliskie Spotkania Teatralne w Kaliszu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs im. Krzysztofa Mętraka dla młodych autorów piszących o kinie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Literacki Polskiego Towarzystwa Wydawców Książek,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs na cykl wierszy,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Poetycki O Laur Opina,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Poetycki o Nagrodę im. Krzysztofa Kamila Baczyńskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Koszalińskie Spotkania Filmowe Młodzi i Film w Koszalinie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Laterna Magica - Nagroda Przewodniczącego Komitetu Kinematografii,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Łódzka Wiosna Poetów im. Macieja Józefa Kononowicza - Ogólnopolski Konkurs Poetycki na wiersz o tematyce religijnej i ogólnej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Międzynarodowa Nagroda Literacka im. Janusza Korczaka,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Międzynarodowy Dzień Teatru,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Międzynarodowy Festiwal Teatrów Ulicznych,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Młodzież poznaje teatr - konkurs na recenzję teatralną,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Fundacji Turzańskich w Kanadzie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda i Medal im. Zygmunta Glogera,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Andrzeja Kijowskiego za twórczość publicystyczną,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Błogosławionego Brata Alberta za wybitne osiągnięcia w dziedzinie sztuki sakralnej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Dariusza Fikusa,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Jana Józefa Lipskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Jana Karskiego i Poli Nireńskiej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Juliusza Ligonia,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Samuela Bogumiła Lindego = Samuel Bogumił Linde Preis,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Literacka im. Kornela Makuszyńskiego dla autora polskiego za książkę literacką dla dzieci młodszych,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Miesięcznika i Wydawnictwa Znak im. ks. Józefa Tischnera,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Międzynarodowego Listopada Poetyckiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Polskiego Oddziału Stowarzyszenia Kultury Europejskiej SEC za propagowanie kultury polskiej za granicą,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Polskiej Fundacji Kulturalnej im. Prezydenta Edwarda Raczyńskiego w Londynie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Stowarzyszenia Dziennikarzy Rzeczypospolitej Polskiej im. B. Prusa,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Stowarzyszenia Tłumaczy Polskich za najlepszy przekład literatury obcej na język polski,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Noc Poetów - impreza literacka,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
O Dziką Różę - plebiscyt na najlepszego aktora w Kielcach,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Od Mickiewicza do Miłosza - Turniej Recytatorski,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Festiwal Filmów i Widowisk Telewizyjnych dla Dzieci i Młodzieży w Poznaniu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Konkurs Literacki im. Edwarda Szymańskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Konkurs Literacki im. Jana Pocka na utwory wierszem i prozą,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Konkurs Literacki im. Mieczysława Stryjewskiego,Wikipedia - Polskojęzyczne konkursy poetyckie | Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Konkurs Literacki na Wypowiedź o Bolesławie Leśmianie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Konkurs Poetycki im. Jana Śpiewaka,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Konkurs Poetycki im. Rafała Wojaczka,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Konkurs Poetycki im. Tadeusza Staicha na wiersz o tematyce górskiej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Konkurs Poetycki O Laur Jabłoni,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Konkurs Poetycki o nagrodę Milowego Słupa,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolski Przegląd Teatrów Małych Form w Szczecinie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ogólnopolskie Forum Teatrów Dzieci i Młodzieży Szkolnej w Poznaniu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Parcon,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
"Sabałowe bajania - Konkurs Gawędziarzy, Instrumentalistów i Śpiewaków Ludowych Ziem Górskich w Bukowinie Tatrzańskiej",Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Satyrykon w Legnicy,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Sejmik Teatrów Wsi Polskiej w Tarnogrodzie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Szukamy polskiego Szekspira - Konkurs dla Młodych Dramaturgów,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Tarnowska Nagroda Filmowa,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Turniej Jednego Wiersza o tematyce erotycznej w ramach Nadnyskich Spotkań Literackich w Zgorzelcu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Złota Taśma dla najlepszego filmu polskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Złoty Mikrofon,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Asy Empiku - za najlepiej sprzedające się tytuły,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Atesty - Świadectwa Wysokiej Jakości i Poziomu Artystycznego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Biennale Sztuki dla Dziecka w Poznaniu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Biesiada Teatralna - Konfrontacje Zespołów Teatralnych Małych Form w Horyńcu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
British Science Fiction Award,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Człowiek - Dobro - Piękno - Ogólnopolski Konkurs Poetycki,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Dać świadectwo - Ogólnopolski Konkurs Poetycki,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Debiut - nagroda dla młodych pisarzy za utwory w języku rosyjskim,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Debiut '93 - Konkurs Literacki,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Debiut Poetycki Roku,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Dni Polskiej Literatury Współczesnej w Iławie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Elektrybałt - Literacka Nagroda Online,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Europejska Nagroda Eseju im. Charles'a Veillona,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Europejskie Spotkania Pisarzy Port Legnica,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Feliksy Warszawskie - Nagroda Miasta Stołecznego Warszawy,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Artystyczny Młodzieży Akademickiej FAMA w Świnoujściu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Dramaturgii Polskiej w ZSRR w Moskwie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Filmów Polskich,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Poezji,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Polskich Sztuk Współczesnych we Wrocławiu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Słuchowisk Polskiego Radia,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Teatralny o Różę Pierrota w Gdańsku,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Teatrów Lalek Krajów Nadbałtyckich w Kownie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Teatrów Polski Północnej w Toruniu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Teatrów Stodolanych,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Festiwal Teatru Europejskiego w Grenoble,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Forum Stowarzyszenia Filmowców Polskich,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Fringe First,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Fundacji Kultury Polskiej Filii Kraków - Nagroda Honorowa,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Gdańskie Dni Poezji,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Gdańskie Spotkania Literackie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Honorowa Nagroda Gdańskiego Towarzystwa Przyjaciół Sztuki,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Hugo Awards for Science Fiction,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ikar - Nagroda Artystyczna Prezydenta Miasta Bielska-Białej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ikar - Nagroda Sezonu Wydawniczo-Księgarskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ikar - nagroda za twórczość i działalność artystyczną dla dzieci i młodzieży,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Imieniny pana Jana,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
International Edinburgh Festival w Edynburgu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Kongres Kultury i Języka Polskiego w Katowicach,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Kongres Kultury Polskiej w Warszawie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Kongres Międzynarodowego Kuratorium Książki dla Dzieci i Młodzieży YBBY,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Kongres Międzynarodowego Stowarzyszenia Krytyków Literackich w Toruniu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Jednego Wiersza dla autorów nieprofesjonalnych w ramach Warszawskiej Jesieni Poezji,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Literacki dla młodzieży szkolnej w wieku 13-19 lat,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Literacki dla Polaków na Ukrainie im. Kazimierza Wierzyńskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Literacki im. Georga Trakla za poezję nawiązującą do twórczości Georga Trakla,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
"Konkurs Literacki Miasta Gdańska na poezję, prozę, esej",Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Literacki O liść konwalii,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs na małą formę prozatorską,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs na najlepszą inscenizację dzieł dramatycznych Williama Szekspira,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs na polską powieść Wydawnictwa Zysk i S-ka,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs na sztukę teatralną dla dzieci i młodzieży,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Otwarty na zestaw wierszy stanowiący propozycję tomiku poetyckiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Poetycki im. Jana Krzewniaka,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Poetycki im. Mieczysława Czychowskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Poetycki im. Stanisława Buczyńskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Poetycki O Złote Cygaro Wilhelma,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Poetycki O Złoty Klucz Ciechanowskiego Ratusza,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs poetycki w ramach Ogólnopolskich Prezentacji Twórczości w Świdniku,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Konkurs Prozatorski im. Jana Drzeżdżona,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Korczak - Międzynarodowy Festiwal Teatrów dla Dzieci i Młodzieży,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Koszalińskie Debiuty Filmowe Młodzi i Film,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Krajobrazy słowa - konkurs literacki,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Krakowska Książka Miesiąca,Wikipedia - Polskie nagrody literackie | Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Krakowskie Reminiscencje Teatralne w Krakowie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Krzyż Zasługi. Złoty,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Książka Roku Magazynu Literackiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Książkowe hity - plebiscyt czytelniczy,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
La Strada - Festiwal Działań Ulicznych,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Laur Jagielloński,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Legnicki Konkurs Literacki na poezję i prozę dla twórców nieprofesjonalistów,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Lipa - Ogólnopolski Przegląd Dziecięcej i Młodzieżowej Twórczości Literackiej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Lista Goncourtów - polski wybór,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Literacka Nagroda Georga Trakla dla poetów polskich,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Literacka Nagroda Nobla,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Lithuanicon - konwent miłośników fantastyki,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Lubińskie Spotkania z Literaturą Miłosną w Lubiniu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Lubuski Wawrzyn Literacki - nagroda za najlepszą książkę roku autora mieszkającego na Ziemi Lubuskiej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Łódzka Nagroda Literacka im. Jerzego Kosińskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Medal im. Anny Kamieńskiej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Międzynarodowego Festiwalu Filmowego w Tibilisi,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Międzynarodowy Festiwal Filmów Katolickich,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
"Międzynarodowy Konkurs Literacki dla Dzieci i Młodzieży polskich szkół z Estonii, Litwy i Łotwy",Polska Bibliografia Literacka - kartoteka cykli wydarzeń
"Międzynarodowy konkurs na scenariusz filmowy o nagrodę Teda Hartleya i Diny Merrill dla scenarzystów z Rosji, Gruzji, Polski, Węgier i Czecho-Słowacji",Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Międzynarodowy Listopad Poetycki w Poznaniu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Międzywojewódzki Sejmik Wiejskich Zespołów Teatralnych w Tarnogrodzie,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ministra Edukacji Narodowej dla nauczycieli akademickich za szczególnie ważne i twórcze osiągnięcia,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Ministra Kultury i Dziedzictwa Narodowego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Mironalia - cykl imprez poświęconych Mironowi Białoszewskiemu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Młode Kino Polskie w Gdańsku,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
My - na progu nowego wieku - konkurs na utwór dramaturgiczny,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Na granicy - Międzynarodowy Festiwal Teatralny,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Archiwum Emigracji,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Artystyczna im. Jana Pocka,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Artystyczna Miasta Poznania,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Artystyczna Młodych im. Stanisława Wyspiańskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Bookera,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Czesława Miłosza,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Edytorska im. Juliusza Żuławskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Fundacji Alfreda Jurzykowskiego w Nowym Jorku,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Fundacji im. Roberta Boscha dla polskich tłumaczy literatury niemieckojęzycznej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Fundacji Kultury Polskiej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Gdańskiego Towarzystwa Naukowego dla młodych pracowników nauki,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Historyczna Polityki,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. A. Cierniaka,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Aleksandra Bruecknera w dziedzinie literatury i filologii,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Aleksandra Patkowskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Aleksandra Zelwerowicza za najwybitniejsze role sezonu,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Andrzeja Munka za najbardziej interesujący debiut reżyserski,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Andrzeja Nardellego za najlepszy debiut aktorski,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Anny Świrszczyńskiej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Arnolda Szyfmana dla wybitnych młodych aktorów,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Biskupa Ignacego Krasickiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Bohdana Korzeniewskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Bolesława Prusa dla twórców związanych z Lubelszczyzną,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Edwarda Csató,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Edwarda Stachury za utwory drukowane w Twórczości,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Georga Buechnera,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Hansa Christiana Andersena,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Henryka Sienkiewicza za wybitne osiągnięcia w dziele utrwalania pamięci wielkiego pisarza,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Ingeborg Bachmann,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Jana Cybisa,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Jana Długosza,Wikipedia - Polskie nagrody literackie | Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Jana Dormana,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Jana Parandowskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Jana Strzeleckiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Janusza St. Pasierba,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Jarosława Iwaszkiewicza,Wikipedia - Polskie nagrody literackie | Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Jerzego Giedroycia,Wikipedia - Polskie nagrody literackie | Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Jerzego Taczalskiego za twórczą aranżację przestrzeni teatralnej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
"Nagroda im. Jerzego Ziętka za wybitne osiągnięcia na niwie społecznej, kulturalnej i naukowej w ramach współpracy ze śląską Telewizją",Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Johna Klegego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Józefa Czechowicza,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Józefa Mackiewicza,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Juliusza Słowackiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Karela Capka,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Karola Małcużyńskiego w dziedzinie varsavianów,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Karola Miarki,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Kazimierza Nitscha w dziedzinie językoznawstwa,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Kazimierza Wyki,Wikipedia - Polskie nagrody literackie | Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Konrada Swinarskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Konstantego A. Jeleńskiego dla tłumaczy literatury polskiej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Krzysztofa Kieślowskiego przyzn. na Festiwalu Filmowym w Denver,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Ks. Idziego Radziszewskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Ksawerego i Mieczysława Pruszyńskich dla dziennikarzy,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Ksawerego Pruszyńskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Ludomira Benedyktowicza za wybitne osiągnięcia kulturotwórcze na rzecz Podlasia,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Lwa Tołstoja Jasna Polana,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. prof. Aleksandra Bardiniego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. prof. Zbigniewa Raszewskiego dla najciekawszego krytyka teatralnego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Stanisława Herbsta,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Stanisława Vincenza,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Tadeusza Kantora,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Teresy Roszkowskiej dla młodego scenografa,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Witolda Doroszewskiego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Władysława Stanisława Reymonta,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Wojciecha Bogusławskiego za publikację książkową,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Wojciecha Korfantego,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Wojciecha Wawrzynka,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda im. Zbyszka Cybulskiego dla młodych aktorów wyróżniających się wybitną indywidualnością,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda JM Rektora Uniwersytetu Mikołaja Kopernika w Toruniu za działalność naukową,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
Nagroda Kina im. Bolesława Michałka za najlepszą książkę o tematyce filmowej,Polska Bibliografia Literacka - kartoteka cykli wydarzeń
